SendRate(Mb/s)	RTT(ms)	CWnd	PktSndPeriod(us)	RecvACK	RecvNAK
Thread 139639847380736: Starting operations on tun
Thread 139639838988032: Starting operations on socket
0		100	10	34			0	0
0		100	10	34			0	0
0		100	10	34			0	0
0		100	10	34			0	0
0		100	10	34			0	0
0		100	10	34			0	0
0		100	10	34			0	0
0		100	10	34			0	0
0		100	10	34			0	0
0		100	10	34			0	0
0		100	10	34			0	0
0		100	10	34			0	0
0		100	10	34			0	0
0		100	10	34			0	0
0.0931707		58.03	500	172			8	0
643.444		10.484	500	12			55005	0
948.291		2.934	500	11			81465	0
960.535		2.518	500	11			82459	0
941.323		2.471	500	17			80835	0
877.593		2.503	500	12			75349	0
869.521		2.463	500	11			74618	0
894.765		2.45	500	12			76875	0
865.631		2.426	500	13			74336	0
849.182		2.413	500	13			72914	0
844.594		2.417	500	10			72547	0
137.753		1.608	500	10			12006	0
0		1.608	500	10			0	0
0		1.608	500	10			0	0
0		1.608	500	10			0	0
0		1.608	500	10			0	0
0		1.608	500	10			0	0
0		1.608	500	10			0	0
0		1.608	500	10			0	0
0		1.608	500	10			0	0
0		1.608	500	10			0	0
SendRate(Mb/s)	RTT(ms)	CWnd	PktSndPeriod(us)	RecvACK	RecvNAK
0.00343478		87.702	500	34			1	0
0.0116175		87.694	500	34			1	0
0		76.845	500	34			0	0
0		76.845	500	34			0	0
0		76.845	500	34			0	0
0		76.845	500	34			0	0
0		76.845	500	34			0	0
0		76.845	500	34			0	0
0.0116244		77.03	500	34			1	0
0		77.03	500	34			0	0
0		77.03	500	34			0	0
0		77.03	500	34			0	0
0		77.03	500	34			0	0
0		77.03	500	34			0	0
0		77.03	500	34			0	0
0		77.03	500	34			0	0
0		77.03	500	34			0	0
0		67.517	500	34			0	0
0		67.517	500	34			0	0
0		67.517	500	34			0	0
0		67.517	500	34			0	0
0		67.517	500	34			0	0
0.0116446		67.791	500	34			1	0
0		67.791	500	34			0	0
0		67.791	500	34			0	0
0		67.791	500	34			0	0
0		67.791	500	34			0	0
0		67.791	500	34			0	0
0		67.791	500	34			0	0
0		67.791	500	34			0	0
0		67.791	500	34			0	0
0		67.791	500	34			0	0
0		67.791	500	34			0	0
0		67.791	500	34			0	0
0		67.791	500	34			0	0
0		67.791	500	34			0	0
0		67.791	500	34			0	0
0		67.791	500	34			0	0
0		67.791	500	34			0	0
0		67.791	500	34			0	0
0		67.791	500	34			0	0
0		67.791	500	34			0	0
0		67.791	500	34			0	0
0		67.791	500	34			0	0
0		67.791	500	34			0	0
0		67.791	500	34			0	0
0		67.791	500	34			0	0
0		59.504	500	34			0	0
0		59.504	500	34			0	0
0		59.504	500	34			0	0
0		59.504	500	34			0	0
0		59.504	500	34			0	0
0.0116064		59.808	500	34			1	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0.0116399		59.808	500	34			0	0
0		59.808	500	34			0	0
0.0116452		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0.011629		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0.0116418		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0.0115871		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0.0116309		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0.0115938		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0.0116106		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0.0116413		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0.0113009		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
0		59.808	500	34			0	0
perfmon: Operation not supported: Invalid socket ID.
SendRate(Mb/s)	RTT(ms)	CWnd	PktSndPeriod(us)	RecvACK	RecvNAK
Thread 140195865278016: Starting operations on tun
perfmon: Connection does not exist.
SendRate(Mb/s)	RTT(ms)	CWnd	PktSndPeriod(us)	RecvACK	RecvNAK
Thread 140191356417600: Starting operations on tun
Thread 140191348024896: Starting operations on socket
0		100	10	34			0	0
0		100	10	34			0	0
0		100	10	34			0	0
0		100	10	34			0	0
0		100	10	34			0	0
0		100	10	34			0	0
0		100	10	34			0	0
0		100	10	34			0	0
0		100	10	34			0	0
0		100	10	34			0	0
0		100	10	34			0	0
0		100	10	34			0	0
0		100	10	34			0	0
0		100	10	34			0	0
0		100	10	34			0	0
13.7662		23.744	500	116			1061	0
11.3734		22.977	1011	53			1023	0
0.0232818		21.037	1013	53			2	0
60.1464		33.775	581	138			4521	7
65.8		38.236	508	158			5627	0
64.2145		43.341	510	158			5513	0
